EPRID,ServerName,HostName,ServerType,ServerStatus,OSName,AppCIName,DeviceFunction,Site,Cell,Pod,Environment,Company,ServerOrService,Status,RIPPlanDate,RIPActualDate,RIPExcludeDate
107104,g1w1032c.dsflakdjfl.company.com,g1w1032c,Physical,active,windows,,cfg shared server,Location 2,1,F,Production,Instance 2,Group File Shares,Complete,3/1/2015,3/1/2015,NULL
105389,g2w3764g.dsflakdjfl.company.com,g2w3764g,Virtual,active,windows,,,Location 5,1,D,Production,Instance 3,Dedicated Web Hosting (IIS),Scheduled,4/3/2015,NULL,NULL
105389,g2w4327g.dsflakdjfl.company.com,g2w4327g,Virtual,active,windows,,,Location 5,1,B,Production,Instance 3,Dedicated Web Hosting (IIS),Scheduled,4/3/2015,NULL,NULL
105389,g2w4468g.dsflakdjfl.company.com,g2w4468g,Virtual,active,windows,,,Location 5,1,D,Production,Instance 3,Application Server,Scheduled,4/3/2015,NULL,NULL
105389,g2w4471c.dsflakdjfl.company.com,g2w4471c,Physical,active,windows,,,Location 5,1,D,Production,Instance 3,Database - SQL Server,Scheduled,4/3/2015,NULL,NULL
105389,g2w4499.dsflakdjfl.company.com,g2w4499,Physical,active,windows,,,Location 5,1,D,Development,Instance 3,Database - SQL Server,Scheduled,4/22/2015,NULL,NULL
105389,g4u2288c.sdklsdla.company.com,g4u2288c,Physical,active,hp-ux,,,Location 1,4,C,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,4/3/2015,NULL,NULL
105389,g4w7935.sdklsdla.company.com,g4w7935,Physical,active,windows,,,Location 1,4,K,Development,Instance 3,Database - SQL Server,Complete,4/22/2015,3/1/2015,NULL
105389,g9u1162c.sdklsdla.company.com,g9u1162c,Physical,active,hp-ux,,,Location 3,1,J,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,4/3/2015,NULL,NULL
105389,g9w8229c.sdklsdla.company.com,g9w8229c,Physical,release,windows,,,Location 3,1,B,Staging,Instance 3,Database - SQL Server,Scheduled,4/22/2015,NULL,NULL
105389,g9w8230c.sdklsdla.company.com,g9w8230c,Physical,release,windows,,,Location 3,1,B,Staging,Instance 3,Database - SQL Server,Scheduled,4/22/2015,NULL,NULL
105082,g1w1358.dsflakdjfl.company.com,g1w1358,Physical,active,windows,,dwh,Location 2,1,E,Test,Instance 3,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
107800,c0044074.itcs.company.com,c0044074,Cloud,release,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/10/2015,NULL,NULL
107800,c0044075.itcs.company.com,c0044075,Cloud,release,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/10/2015,NULL,NULL
107800,c0044076.itcs.company.com,c0044076,Cloud,release,linux,,Cloud Automation,Location 3,,,Production,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/15/2015,NULL,NULL
107800,c0044077.itcs.company.com,c0044077,Cloud,release,linux,,Cloud Automation,Location 1,,,Production,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/15/2015,NULL,NULL
107800,c0045549.itcs.company.com,c0045549,Cloud,active,linux,,Cloud Automation,Location 3,,,Development,Instance 3,Dedicated Web Hosting (Apache),Scheduled,5/10/2015,NULL,NULL
107800,c0045550.itcs.company.com,c0045550,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,Dedicated Web Hosting (Apache),Scheduled,5/10/2015,NULL,NULL
107800,c0045551.itcs.company.com,c0045551,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,Dedicated Web Hosting (Apache),Scheduled,5/10/2015,NULL,NULL
107800,c0045552.itcs.company.com,c0045552,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,Dedicated Web Hosting (Apache),Scheduled,5/15/2015,NULL,NULL
107800,c0045553.itcs.company.com,c0045553,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,Dedicated Web Hosting (Apache),Scheduled,5/15/2015,NULL,NULL
107800,c0046586.itcs.company.com,c0046586,Cloud,active,linux,,Cloud Automation,Location 3,,,Development,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046587.itcs.company.com,c0046587,Cloud,active,linux,,Cloud Automation,Location 3,,,Development,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
113501,g1w2246c.dsflakdjfl.company.com,g1w2246c,Physical,active,windows,,sps,Location 2,1,F,Production,Instance 2,Shared Processing Service (SPS),Complete,3/1/2015,3/1/2015,NULL
107800,c0046588.itcs.company.com,c0046588,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046589.itcs.company.com,c0046589,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046590.itcs.company.com,c0046590,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046591.itcs.company.com,c0046591,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046592.itcs.company.com,c0046592,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046593.itcs.company.com,c0046593,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046594.itcs.company.com,c0046594,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046595.itcs.company.com,c0046595,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107232,g1w3260g.dsflakdjfl.company.com,g1w3260g,Virtual,active,windows,,,Location 5,,,Development,Instance 2,Dedicated Web Hosting - IIS-Neutral Zone - Neutral,Complete,3/1/2015,3/1/2015,NULL
107232,g1w3264g.dsflakdjfl.company.com,g1w3264g,Virtual,active,windows,,,Location 5,,,Production,Instance 2,Dedicated Web Hosting - IIS-Neutral Zone - Neutral,Complete,3/1/2015,3/1/2015,NULL
107232,g1w3265g.dsflakdjfl.company.com,g1w3265g,Virtual,active,windows,,,Location 5,,,Production,Instance 2,Dedicated Web Hosting - IIS-Neutral Zone - Neutral,Complete,3/1/2015,3/1/2015,NULL
107800,c0046596.itcs.company.com,c0046596,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046597.itcs.company.com,c0046597,Cloud,active,linux,,Cloud Automation,Location 3,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046598.itcs.company.com,c0046598,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
119809,g1w3807g.dsflakdjfl.company.com,g1w3807g,Virtual,active,windows,,,Location 2,,,Production,Instance 3,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
107800,c0046599.itcs.company.com,c0046599,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107232,g1w4595c.dsflakdjfl.company.com,g1w4595c,Physical,active,windows,,cfg shared server,Location 2,1,C,Production,Instance 2,Database - SQL Server - SDBU,Complete,3/1/2015,3/1/2015,NULL
107800,c0046600.itcs.company.com,c0046600,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046601.itcs.company.com,c0046601,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046602.itcs.company.com,c0046602,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046603.itcs.company.com,c0046603,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046604.itcs.company.com,c0046604,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046605.itcs.company.com,c0046605,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046606.itcs.company.com,c0046606,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046607.itcs.company.com,c0046607,Cloud,active,linux,,Cloud Automation,Location 1,,,Staging,Instance 3,JBOSS App Server on Linux,Scheduled,5/10/2015,NULL,NULL
107800,c0046690.itcs.company.com,c0046690,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046691.itcs.company.com,c0046691,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107232,g1w5487g.dsflakdjfl.company.com,g1w5487g,Virtual,active,windows,,,Location 2,,,Production,Instance 2,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
107232,g1w5488g.dsflakdjfl.company.com,g1w5488g,Virtual,active,windows,,,Location 2,,,Production,Instance 2,Dedicated Web Hosting (IIS),Complete,3/1/2015,3/1/2015,NULL
107800,c0046692.itcs.company.com,c0046692,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046693.itcs.company.com,c0046693,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046694.itcs.company.com,c0046694,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046695.itcs.company.com,c0046695,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046696.itcs.company.com,c0046696,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046697.itcs.company.com,c0046697,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046698.itcs.company.com,c0046698,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046699.itcs.company.com,c0046699,Cloud,active,linux,,Cloud Automation,Location 3,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046700.itcs.company.com,c0046700,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
119809,g1w6305.dsflakdjfl.company.com,g1w6305,Physical,active,windows,,,Location 2,1,Z,Development,Instance 3,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,c0046701.itcs.company.com,c0046701,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046702.itcs.company.com,c0046702,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
113501,g1w6584c.dsflakdjfl.company.com,g1w6584c,Physical,active,windows,,,Location 2,1,Z,Production,Instance 2,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,c0046703.itcs.company.com,c0046703,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046704.itcs.company.com,c0046704,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046705.itcs.company.com,c0046705,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046706.itcs.company.com,c0046706,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046707.itcs.company.com,c0046707,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046708.itcs.company.com,c0046708,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c0046709.itcs.company.com,c0046709,Cloud,active,linux,,Cloud Automation,Location 1,,,Production,Instance 3,JBOSS App Server on Linux,Scheduled,5/15/2015,NULL,NULL
107800,c9t01186.itcs.company.com,c9t01186,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,Application Server,Scheduled,5/10/2015,NULL,NULL
107800,c9t01357.itcs.company.com,c9t01357,Cloud,decommissioned,linux,,Cloud Automation,,,,Staging,Instance 3,#N/A,Scheduled,5/10/2015,NULL,NULL
107800,c9t02888.itcs.company.com,c9t02888,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,Application Server,Scheduled,5/10/2015,NULL,NULL
107800,c9t03773.itcs.company.com,c9t03773,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,Application Server,Scheduled,5/10/2015,NULL,NULL
119809,g1w6904c.dsflakdjfl.company.com,g1w6904c,Physical,active,windows,,,Location 2,1,Z,Staging,Instance 3,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,g1u1745c.dsflakdjfl.company.com,g1u1745c,Physical,active,hp-ux,,cfg shared server,Location 2,1,F,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,5/15/2015,NULL,NULL
119809,g1w6905c.dsflakdjfl.company.com,g1w6905c,Physical,active,windows,,,Location 2,1,Z,Staging,Instance 3,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,g2u0967c.dsflakdjfl.company.com,g2u0967c,Physical,active,hp-ux,,cfg shared server,Location 5,1,B,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,5/15/2015,NULL,NULL
107800,g4t0714c.sdklsdla.company.com,g4t0714c,Physical,active,linux,,,Location 1,,,Production,Instance 3,#N/A,Scheduled,5/15/2015,NULL,NULL
119809,g1w6907c.dsflakdjfl.company.com,g1w6907c,Physical,active,windows,,,Location 2,1,Z,Production,Instance 3,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,g4t0715c.sdklsdla.company.com,g4t0715c,Physical,active,linux,,,Location 1,,,Production,Instance 3,#N/A,Scheduled,5/15/2015,NULL,NULL
107800,g4t1100c.sdklsdla.company.com,g4t1100c,Physical,active,linux,,cfg shared server,Location 1,4,B,Production,Instance 3,Shared Processing Service (SPS),Scheduled,5/15/2015,NULL,NULL
107104,g1w6918c.dsflakdjfl.company.com,g1w6918c,Physical,active,windows,,,Location 2,1,Z,Production,Instance 2,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,g4t1101c.sdklsdla.company.com,g4t1101c,Physical,active,linux,,cfg shared server,Location 1,4,B,Staging,Instance 3,Shared Processing Service (SPS),Scheduled,5/10/2015,NULL,NULL
107800,g4t1102c.sdklsdla.company.com,g4t1102c,Physical,active,linux,,cfg shared server,Location 1,4,B,Staging,Instance 3,Shared Processing Service (SPS),Scheduled,5/10/2015,NULL,NULL
107800,g4t1709g.sdklsdla.company.com,g4t1709g,Virtual,active,linux,,,Location 1,,,Production,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,5/15/2015,NULL,NULL
107800,g4t2195g.sdklsdla.company.com,g4t2195g,Virtual,active,linux,,,Location 1,,,Production,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,5/15/2015,NULL,NULL
107800,g4t5325g.sdklsdla.company.com,g4t5325g,Virtual,active,linux,,,Location 1,4,E,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
107800,g4t5326g.sdklsdla.company.com,g4t5326g,Virtual,active,linux,,,Location 1,4,E,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
107800,g4t5327g.sdklsdla.company.com,g4t5327g,Virtual,active,linux,,,Location 1,4,E,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
107800,g4t5328g.sdklsdla.company.com,g4t5328g,Virtual,active,linux,,,Location 1,4,E,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
201551,g1w8143.dsflakdjfl.company.com,g1w8143,Physical,release,windows,,,Location 2,1,Z,Staging,Instance 3,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,g4u1835c.sdklsdla.company.com,g4u1835c,Physical,active,hp-ux,,cfg shared server,Location 1,4,E,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,5/15/2015,NULL,NULL
107800,g4u1836c.sdklsdla.company.com,g4u1836c,Physical,active,hp-ux,,cfg shared server,Location 1,4,E,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,5/15/2015,NULL,NULL
107800,g4w3807g.sdklsdla.company.com,g4w3807g,Virtual,active,windows,,,Location 1,,,Production,Instance 3,Dedicated Web Hosting (IIS),Scheduled,5/15/2015,NULL,NULL
202153,g1w8251.dsflakdjfl.company.com,g1w8251,Physical,release,windows,,,Location 2,1,Z,Development,Instance 1,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
202157,g1w8252c.dsflakdjfl.company.com,g1w8252c,Physical,active,windows,,,Location 2,1,Z,Staging,Instance 2,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
202157,g1w8253c.dsflakdjfl.company.com,g1w8253c,Physical,active,windows,,,Location 2,1,Z,Staging,Instance 2,Database - SQL Server,Complete,3/1/2015,3/1/2015,NULL
107800,g9t0244c.sdklsdla.company.com,g9t0244c,Physical,active,linux,,,Location 3,,,Production,Instance 3,#N/A,Scheduled,5/15/2015,NULL,NULL
107800,g9t0245c.sdklsdla.company.com,g9t0245c,Physical,active,linux,,,Location 3,,,Production,Instance 3,#N/A,Scheduled,5/15/2015,NULL,NULL
107800,g9t0625c.sdklsdla.company.com,g9t0625c,Physical,active,linux,,cfg shared server,Location 3,1,B,Production,Instance 3,Shared Processing Service (SPS),Scheduled,5/15/2015,NULL,NULL
107800,g9t1244g.sdklsdla.company.com,g9t1244g,Virtual,active,linux,,,Location 3,,,Staging,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,5/10/2015,NULL,NULL
107800,g9t1245g.sdklsdla.company.com,g9t1245g,Virtual,active,linux,,,Location 3,,,Production,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,5/15/2015,NULL,NULL
107800,g9t1704g.sdklsdla.company.com,g9t1704g,Virtual,active,linux,,,Location 3,,,Production,Instance 3,Dedicated Application Server Hosting (DASH),Scheduled,5/15/2015,NULL,NULL
119809,g2t0152c.dsflakdjfl.company.com,g2t0152c,Physical,active,linux,,,Location 5,1,C,Production,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
119809,g2t0167g.dsflakdjfl.company.com,g2t0167g,Virtual,active,linux,,,Location 5,,,Production,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
107800,g9t3615g.sdklsdla.company.com,g9t3615g,Virtual,active,linux,,,Location 3,1,A,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
107800,g9t3616g.sdklsdla.company.com,g9t3616g,Virtual,active,linux,,,Location 3,1,A,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
107800,g9t3617g.sdklsdla.company.com,g9t3617g,Virtual,active,linux,,,Location 3,1,A,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
107800,g9t3618g.sdklsdla.company.com,g9t3618g,Virtual,active,linux,,,Location 3,1,A,Production,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
200198,g2t0462g.dsflakdjfl.company.com,g2t0462g,Virtual,active,linux,,cfg shared server,Location 5,,,Staging,Instance 3,Shared Web Hosting (Apache) - External,Complete,3/1/2015,3/1/2015,NULL
200198,g2t0463g.dsflakdjfl.company.com,g2t0463g,Virtual,active,linux,,cfg shared server,Location 5,,,Staging,Instance 3,Shared Web Hosting (Apache) - External,Complete,3/1/2015,3/1/2015,NULL
107139,g2t0464g.dsflakdjfl.company.com,g2t0464g,Virtual,active,linux,,cfg shared server,Location 5,,,Staging,Instance 2,Shared Web Hosting (Apache),Complete,3/1/2015,3/1/2015,NULL
107800,g9u0473.sdklsdla.company.com,g9u0473,Physical,active,hp-ux,,cfg shared server,Location 3,1,A,Development,Instance 3,Database(Oracle) - SDBU,Complete,5/10/2015,3/1/2015,NULL
107139,g2t0465g.dsflakdjfl.company.com,g2t0465g,Virtual,active,linux,,cfg shared server,Location 5,,,Staging,Instance 2,Shared Web Hosting (Apache),Complete,3/1/2015,3/1/2015,NULL
107800,g9u0478c.sdklsdla.company.com,g9u0478c,Physical,active,hp-ux,,cfg shared server,Location 3,1,A,Staging,Instance 3,Database(Oracle) - SDBU,Scheduled,5/10/2015,NULL,NULL
107800,g9u0479c.sdklsdla.company.com,g9u0479c,Physical,active,hp-ux,,cfg shared server,Location 3,1,A,Staging,Instance 3,Database(Oracle) - SDBU,Scheduled,5/10/2015,NULL,NULL
107800,g9u0697c.sdklsdla.company.com,g9u0697c,Physical,active,hp-ux,,cfg shared server,Location 3,1,A,Staging,Instance 3,Database(Oracle) - SDBU,Complete,5/10/2015,3/1/2015,NULL
107800,g9u0698c.sdklsdla.company.com,g9u0698c,Physical,active,hp-ux,,cfg shared server,Location 3,1,A,Staging,Instance 3,Database(Oracle) - SDBU,Complete,5/10/2015,3/1/2015,NULL
200198,g2t0606.dsflakdjfl.company.com,g2t0606,Physical,active,linux,,,Location 5,1,F,Staging,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
200198,g2t0607.dsflakdjfl.company.com,g2t0607,Physical,active,linux,,,Location 5,1,F,Staging,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
200198,g2t0608.dsflakdjfl.company.com,g2t0608,Physical,active,linux,,,Location 5,1,F,Staging,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
200198,g2t0609.dsflakdjfl.company.com,g2t0609,Physical,active,linux,,,Location 5,1,F,Staging,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
200198,g2t0610.dsflakdjfl.company.com,g2t0610,Physical,active,linux,,,Location 5,1,F,Staging,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
107800,g9u0699c.sdklsdla.company.com,g9u0699c,Physical,active,hp-ux,,cfg shared server,Location 3,1,B,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,5/15/2015,NULL,NULL
107800,g9u0700c.sdklsdla.company.com,g9u0700c,Physical,active,hp-ux,,cfg shared server,Location 3,1,B,Production,Instance 3,Database(Oracle) - SDBU,Scheduled,5/15/2015,NULL,NULL
200198,g2t0880g.dsflakdjfl.company.com,g2t0880g,Virtual,active,linux,,cfg shared server,Location 5,,,Production,Instance 3,Shared Web Hosting (Apache) - External,Complete,3/1/2015,3/1/2015,NULL
200198,g2t0881g.dsflakdjfl.company.com,g2t0881g,Virtual,active,linux,,cfg shared server,Location 5,,,Production,Instance 3,Shared Web Hosting (Apache) - External,Complete,3/1/2015,3/1/2015,NULL
200198,g2t1240g.dsflakdjfl.company.com,g2t1240g,Virtual,active,linux,,cfg shared server,Location 5,,,Staging,Instance 3,Shared Web Hosting (Apache),Complete,3/1/2015,3/1/2015,NULL
107800,g9u0885.sdklsdla.company.com,g9u0885,Physical,active,hp-ux,,,Location 3,1,A,Development,Instance 3,Database(Oracle) - SDBU,Complete,5/10/2015,3/1/2015,NULL
200198,g2t1241g.dsflakdjfl.company.com,g2t1241g,Virtual,active,linux,,cfg shared server,Location 5,,,Staging,Instance 3,Shared Web Hosting (Apache),Complete,3/1/2015,3/1/2015,NULL
107800,g9w1432g.sdklsdla.company.com,g9w1432g,Virtual,active,windows,,,Location 3,,,Staging,Instance 3,Dedicated Web Hosting (IIS),Scheduled,5/10/2015,NULL,NULL
107800,g9w1433g.sdklsdla.company.com,g9w1433g,Virtual,active,windows,,,Location 3,,,Staging,Instance 3,Dedicated Web Hosting (IIS),Scheduled,5/10/2015,NULL,NULL
107800,g9w1434g.sdklsdla.company.com,g9w1434g,Virtual,active,windows,,,Location 3,,,Production,Instance 3,Dedicated Web Hosting (IIS),Scheduled,5/15/2015,NULL,NULL
119501,c4t05127.itcs.company.com,c4t05127,Cloud,release,linux,,Cloud Automation,,,,Development,Instance 3,Application Server,Scheduled,5/15/2015,NULL,NULL
119501,g1t3026g.dsflakdjfl.company.com,g1t3026g,Virtual,active,linux,,,Location 2,1,E,Production,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/15/2015,NULL,NULL
119501,g1t3027g.dsflakdjfl.company.com,g1t3027g,Virtual,active,linux,,,Location 2,1,E,Production,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/15/2015,NULL,NULL
200198,g2t1656.dsflakdjfl.company.com,g2t1656,Physical,active,linux,,,Location 5,1,D,Production,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
200198,g2t1657.dsflakdjfl.company.com,g2t1657,Physical,active,linux,,,Location 5,1,D,Production,Instance 3,Dedicated Application Server Hosting (DASH),Complete,3/1/2015,3/1/2015,NULL
119501,g1t3028g.dsflakdjfl.company.com,g1t3028g,Virtual,active,linux,,,Location 2,1,E,Production,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/15/2015,NULL,NULL
119501,g1u1745c.dsflakdjfl.company.com,g1u1745c,Physical,active,hp-ux,,cfg shared server,Location 2,1,F,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,5/15/2015,NULL,NULL
119501,g2u0967c.dsflakdjfl.company.com,g2u0967c,Physical,active,hp-ux,,cfg shared server,Location 5,1,B,Production,Instance 3,Batch Monitoring (Tidal),Scheduled,5/15/2015,NULL,NULL
119501,g2w6067c.dsflakdjfl.company.com,g2w6067c,Physical,release,windows,,,Location 5,1,Z,Staging,Instance 3,Database - SQL Server,Scheduled,5/15/2015,NULL,NULL
119501,g2w6068c.dsflakdjfl.company.com,g2w6068c,Physical,release,windows,,,Location 5,1,Z,Staging,Instance 3,Database - SQL Server,Scheduled,5/15/2015,NULL,NULL
119501,g4t2158g.sdklsdla.company.com,g4t2158g,Virtual,active,linux,,,Location 1,,,Production,Instance 3,Dedicated Web Hosting (Apache) - Neutral Zone,Scheduled,5/15/2015,NULL,NULL
